iter	RMSE
664	1.818918009
665	1.817985217
666	1.816977662
667	1.816381178
668	1.816006656
669	1.815645642
670	1.815297606
671	1.81487777
672	1.814025855
673	1.813326066
674	1.81180221
675	1.811709664
676	1.81110665
677	1.810533463
678	1.809733992
679	1.809345555
680	1.808471565
681	1.807230501
682	1.806398848
683	1.805960125
684	1.804899882
685	1.804523848
686	1.803805235
687	1.802992729
688	1.802413571
689	1.801910078
690	1.800901283
691	1.800011384
692	1.799269174
693	1.798912007
694	1.798228576
695	1.797326188
696	1.795821913
697	1.795647499
698	1.795321889
699	1.794354152
700	1.793582722
701	1.79291764
702	1.792875619
703	1.792566394
704	1.792042884
705	1.791769905
706	1.790634033
707	1.78988283
708	1.789561593
709	1.788367513
710	1.787893378
711	1.787281131
712	1.786535732
713	1.786449109
714	1.786204724
715	1.786166867
716	1.78590851
717	1.785061908
718	1.783590084
719	1.782650587
720	1.781937768
721	1.781707571
722	1.780568689
723	1.779996328
724	1.778736508
725	1.778439359
726	1.777421322
727	1.776583221
728	1.775859948
729	1.775635962
730	1.775370566
731	1.775152885
732	1.774894664
733	1.774075325
734	1.772967722
735	1.772584669
736	1.771823936
737	1.771237932
738	1.769896814
739	1.769153239
740	1.76776585
741	1.767212628
742	1.766845288
743	1.765505884
744	1.764853776
745	1.764383035
746	1.76368453
747	1.763545127
748	1.7634608
749	1.763163424
750	1.762631521
751	1.761325983
752	1.761069738
753	1.760858547
754	1.760518346
755	1.759556647
756	1.759307792
757	1.758706882
758	1.757802145
759	1.757081697
760	1.756758299
761	1.756397858
762	1.755797037
763	1.754784277
764	1.753499778
765	1.752777952
766	1.752530002
767	1.752222537
768	1.751980232
769	1.751574851
770	1.750906077
771	1.750827517
772	1.750175644
773	1.749662364
774	1.748852728
775	1.748602054
776	1.747902437
777	1.747513661
778	1.747279754
779	1.747063818
780	1.74679747
781	1.746043403
782	1.745784576
783	1.745592616
784	1.745441986
785	1.744673259
786	1.743697296
787	1.742844086
788	1.741978741
789	1.741652995
790	1.741355085
791	1.740863153
792	1.740388054
793	1.739367256
794	1.739180986
795	1.738347476
796	1.737732
797	1.737489937
798	1.736318071
799	1.735217564
800	1.734422858
801	1.734260914
802	1.7336711
803	1.73304039
804	1.73275134
805	1.732371484
806	1.731467934
807	1.730951606
808	1.730267188
809	1.729567962
810	1.729086343
811	1.728611024
812	1.727901669
813	1.727610666
814	1.727341183
815	1.726377192
816	1.725929542
817	1.725616839
818	1.724827808
819	1.724211047
820	1.723278295
821	1.723198705
822	1.722908192
823	1.722344335
824	1.721119545
825	1.720619979
826	1.720307852
827	1.720164574
828	1.719806807
829	1.719443713
830	1.718645646
831	1.717881016
832	1.717026128
833	1.716479644
834	1.716108674
835	1.715556109
836	1.715128126
837	1.714835664
838	1.714008077
839	1.713163151
840	1.712971131
841	1.712328423
842	1.711966824
843	1.711688209
844	1.710749115
845	1.709753701
846	1.708996502
847	1.708319411
848	1.707702105
849	1.707473531
850	1.706842872
851	1.705890833
852	1.705398863
853	1.705185921
854	1.705126991
855	1.704896507
856	1.704312675
857	1.703959017
858	1.703781178
859	1.703253461
860	1.703019475
861	1.702087607
862	1.700826923
863	1.700654021
864	1.700435624
865	1.699588005
866	1.6985107
867	1.69763253
868	1.697358033
869	1.696352342
870	1.696183972
871	1.696020344
872	1.695235433
873	1.695026684
874	1.694214521
875	1.693279837
876	1.693030684
877	1.69272611
878	1.692232409
879	1.691120601
880	1.69003256
881	1.689075585
882	1.688436054
883	1.688198847
884	1.688040063
885	1.687311738
886	1.686230253
887	1.685710592
888	1.684811493
889	1.68462487
890	1.684312812
891	1.683863856
892	1.683526673
893	1.682768511
894	1.682031182
895	1.681468866
896	1.680357469
897	1.679496753
898	1.679223651
899	1.678903358
900	1.678589004
901	1.67781552
902	1.677592825
903	1.676666524
904	1.676223998
905	1.675896577
906	1.67529856
907	1.67511905
908	1.674675311
909	1.673627007
910	1.672669305
911	1.67218804
912	1.671230294
913	1.671025673
914	1.67032355
915	1.669513972
916	1.669345456
917	1.668740962
918	1.668266866
919	1.66812056
920	1.667360578
921	1.667281396
922	1.667027848
923	1.666795089
924	1.666610067
925	1.666430387
926	1.665965832
927	1.665719299
928	1.665133413
929	1.664918417
930	1.664678283
931	1.664142136
932	1.663264979
933	1.66303748
934	1.661895874
935	1.661663756
936	1.661519166
937	1.660895007
938	1.660694211
939	1.659785471
940	1.65951782
941	1.658602683
942	1.657924853
943	1.657759528
944	1.657726071
945	1.657078005
946	1.656854619
947	1.655996238
948	1.655095556
949	1.6543764
950	1.653838623
951	1.653657326
952	1.653280864
953	1.652944522
954	1.652730647
955	1.652449052
956	1.651924268
957	1.65122872
958	1.650305994
959	1.649578012
960	1.648608872
961	1.647675316
962	1.646680755
963	1.646523587
964	1.646378118
965	1.645275589
966	1.644411198
967	1.643947081
968	1.643441754
969	1.642549655
970	1.64179623
971	1.640821656
972	1.639859445
973	1.639084445
974	1.638852389
975	1.638314989
976	1.637983022
977	1.637417052
978	1.636671002
979	1.636595164
980	1.635947816
981	1.63511768
982	1.634241864
983	1.633525507
984	1.63320946
985	1.632614706
986	1.63184023
987	1.631649219
988	1.631152052
989	1.630989596
990	1.630081908
991	1.629787958
992	1.628960112
993	1.628755477
994	1.62826366
995	1.627576112
996	1.62700912
997	1.626685167
998	1.625834731
999	1.625692458
