timestamp,target
2018-04-11,43.50694527840654
2018-04-12,42.905855270447105
2018-04-13,43.8514350077144
2018-04-14,43.091989150968075
2018-04-15,43.432086005623844
2018-04-16,43.37628987849796
2018-04-17,43.960981205209166
2018-04-18,44.07084106553368
2018-04-19,44.49830232216846
2018-04-20,43.29108713027368
2018-04-21,42.28982895041041
2018-04-22,44.38247360569689
2018-04-23,43.37754461121707
2018-04-24,41.34166808118832
2018-04-25,41.90850872052155
2018-04-26,41.464485054935416
2018-04-27,41.91584621419635
2018-04-28,40.38454029347777
2018-04-29,41.99476343185303
2018-04-30,41.27611248313592
2018-05-01,40.86572120256814
2018-05-02,41.65790890597258
2018-05-03,43.98662196728212
2018-05-04,43.380958329316435
2018-05-05,46.895709980046576
2018-05-06,42.943601447064154
2018-05-07,43.3119540986325
2018-05-08,47.02891778012905
2018-05-09,44.76221196139051
2018-05-10,45.348561855746915
2018-05-11,45.353082713754716
2018-05-12,46.888837547354385
2018-05-13,47.284557102747705
2018-05-14,46.542007348647346
2018-05-15,46.544071710684825
2018-05-16,46.45868788705533
2018-05-17,46.23750417556176
2018-05-18,46.119652161489114
2018-05-19,47.347621219193435
2018-05-20,46.72458027390906
2018-05-21,45.1185280524782
2018-05-22,46.671575131892176
2018-05-23,46.443039285807686
2018-05-24,47.04981226696223
2018-05-25,46.95882480050148
2018-05-26,47.632766541418135
2018-05-27,46.50145349171895
2018-05-28,46.72668150442246
2018-05-29,47.207912594918064
2018-05-30,46.80053363509443
2018-05-31,46.755378547479246
2018-06-01,46.58775360277374
2018-06-02,47.14235123517533
2018-06-03,46.681971213271034
2018-06-04,46.94667091335273
2018-06-05,47.7373298868485
2018-06-06,47.896145440259474
2018-06-07,48.288783606465195
2018-06-08,48.26832454383192
2018-06-09,48.13998945139482
2018-06-10,48.30223934635682
2018-06-11,48.13465364532049
2018-06-12,47.80413001700504
2018-06-13,48.12060253834895
2018-06-14,47.407481307324936
2018-06-15,47.55723686454502
2018-06-16,47.29989507167068
2018-06-17,47.83927070682487
2018-06-18,47.41039527312948
2018-06-19,47.31789511157071
2018-06-20,46.8166273184243
2018-06-21,47.068395278403614
2018-06-22,46.76223180480963
2018-06-23,46.54911404710658
2018-06-24,46.690513894573094
2018-06-25,46.73629081775458
2018-06-26,45.89889234056078
2018-06-27,46.677775305688705
2018-06-28,46.36702674730272
2018-06-29,46.85605843231705
2018-06-30,46.311749994562966
2018-07-01,46.258957485805844
2018-07-02,46.76742255504823
2018-07-03,47.01170073085178
2018-07-04,46.2794547138254
2018-07-05,46.62058073795412
2018-07-06,46.5659631284768
2018-07-07,46.77208091490996
2018-07-08,46.995997390317584
2018-07-09,46.951249329946414
2018-07-10,47.24155472533387
2018-07-11,47.424784091589444
2018-07-12,47.63626522106425
2018-07-13,47.82581891510213
2018-07-14,48.0578121109812
2018-07-15,47.75630448095075
2018-07-16,47.639989438968456
2018-07-17,48.041840339211156
2018-07-18,48.34746893839946
2018-07-19,47.64870346927079
2018-07-20,48.063601574005915
2018-07-21,47.84866607343815
2018-07-22,47.85066921709475
2018-07-23,47.8591499216379
2018-07-24,48.0547097427328
2018-07-25,48.273826327826654
2018-07-26,48.47481335242425
2018-07-27,48.60912652718346
2018-07-28,48.3198404018571
2018-07-29,48.3998577700577
2018-07-30,48.00797844307001
2018-07-31,47.877676859705865
2018-08-01,47.99553298049042
2018-08-02,49.220482907473674
2018-08-03,50.882104226653595
2018-08-04,51.92233462345658
2018-08-05,48.014243613960815
2018-08-06,49.228822000853356
2018-08-07,53.30175819882192
2018-08-08,49.231429229563936
2018-08-09,53.202167989189945
2018-08-10,52.95526354773707
2018-08-11,51.134097678626105
2018-08-12,51.1302401285236
2018-08-13,52.51982698885667
2018-08-14,53.408387904349716
2018-08-15,51.12914114938915
2018-08-16,53.26980081648255
2018-08-17,53.385146581700184
2018-08-18,53.556956333761356
2018-08-19,51.330561069395706
2018-08-20,52.95946625827854
2018-08-21,54.285007751153366
2018-08-22,52.63159870473992
2018-08-23,53.64143495887356
2018-08-24,53.89820370635619
2018-08-25,54.94039391948941
2018-08-26,52.70367048968112
2018-08-27,53.66329528527348
2018-08-28,54.82804924729353
2018-08-29,54.18066203041124
2018-08-30,55.57870558567936
2018-08-31,55.7997944498038
2018-09-01,56.218191746296995
2018-09-02,55.046631334568765
2018-09-03,56.007591654427614
2018-09-04,55.968680790363486
2018-09-05,57.075701288640985
2018-09-06,56.2307250190613
2018-09-07,55.852617711315155
2018-09-08,56.07759662817459
2018-09-09,56.48237036546516
2018-09-10,56.08464014361377
2018-09-11,55.16861805469448
2018-09-12,56.931928462746534
2018-09-13,55.88247889146031
2018-09-14,56.252870047242396
2018-09-15,55.789185272349904
2018-09-16,55.63781683061937
2018-09-17,55.58095232476166
2018-09-18,55.80467971821861
2018-09-19,55.19069998939572
2018-09-20,55.64105643721406
2018-09-21,54.140035336562384
2018-09-22,55.77894738797191
2018-09-23,54.13937779044949
2018-09-24,55.16121583284652
2018-09-25,54.83243887439692
2018-09-26,55.35873311497639
2018-09-27,56.184156005655005
2018-09-28,55.989616004564645
2018-09-29,56.7974133304227
2018-09-30,55.36880471918398
2018-10-01,56.18172172877094
2018-10-02,56.710768159353954
2018-10-03,57.29331466735306
2018-10-04,57.380979388121375
2018-10-05,57.53005615441545
2018-10-06,57.38667656332821
2018-10-07,57.16153640798761
2018-10-08,58.12794783363406
2018-10-09,56.4628816113914
2018-10-10,57.262495739348694
2018-10-11,55.30318807242473
2018-10-12,54.78466387481699
2018-10-13,55.23807224185612
